Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2023,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars,H34,Total income per employee count,Financial ratios,688100,ANZSIC06 groups A014 and A015
2023,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Dollars,H35,Surplus per employee count,Financial ratios,93900,ANZSIC06 groups A014 and A015
2023,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H36,Current ratio,Financial ratios,119,ANZSIC06 groups A014 and A015
2023,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H37,Quick ratio,Financial ratios,64,ANZSIC06 groups A014 and A015
2023,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H39,Return on equity,Financial ratios,5,ANZSIC06 groups A014 and A015
2023,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 groups A014 and A015
2023,Level 4,AA121,"Sheep, Beef Cattle and Grain Farming",Percentage,H41,Liabilities structure,Financial ratios,56,ANZSIC06 groups A014 and A015
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H01,Total income,Financial performance,17849,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,17209,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,270,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H07,Non-operating income,Financial performance,370,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H08,Total expenditure,Financial performance,15227,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H09,Interest and donations,Financial performance,1782,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H10,Indirect taxes,Financial performance,187,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H11,Depreciation,Financial performance,735,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H12,Salaries and wages paid,Financial performance,1911,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,10559,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H20,Non-operating expenses,Financial performance,54,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H21,Opening stocks,Financial performance,6052,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H22,Closing stocks,Financial performance,6202,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H23,Surplus before income tax,Financial performance,2771,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H24,Total assets,Financial position,71040,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H25,Current assets,Financial position,13257,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H26,Fixed tangible assets,Financial position,46819,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H29,Other assets,Financial position,10965,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H30,Total equity and liabilities,Financial position,71040,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,28605,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H32,Current liabilities,Financial position,12307,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars (millions),H33,Other liabilities,Financial position,30128,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars,H34,Total income per employee count,Financial ratios,724200,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Dollars,H35,Surplus per employee count,Financial ratios,112400,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,108,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,57,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,10,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 group A016
2023,Level 3,AA13,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,40,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H01,Total income,Financial performance,17849,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,17209,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,270,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H07,Non-operating income,Financial performance,370,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H08,Total expenditure,Financial performance,15227,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H09,Interest and donations,Financial performance,1782,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H10,Indirect taxes,Financial performance,187,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H11,Depreciation,Financial performance,735,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H12,Salaries and wages paid,Financial performance,1911,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,10559,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H20,Non-operating expenses,Financial performance,54,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H21,Opening stocks,Financial performance,6052,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H22,Closing stocks,Financial performance,6202,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H23,Surplus before income tax,Financial performance,2771,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H24,Total assets,Financial position,71040,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H25,Current assets,Financial position,13257,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H26,Fixed tangible assets,Financial position,46819,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H29,Other assets,Financial position,10965,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H30,Total equity and liabilities,Financial position,71040,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,28605,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H32,Current liabilities,Financial position,12307,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars (millions),H33,Other liabilities,Financial position,30128,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars,H34,Total income per employee count,Financial ratios,724200,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Dollars,H35,Surplus per employee count,Financial ratios,112400,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Percentage,H36,Current ratio,Financial ratios,108,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Percentage,H37,Quick ratio,Financial ratios,57,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Percentage,H39,Return on equity,Financial ratios,10,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 group A016
2023,Level 4,AA131,Dairy Cattle Farming,Percentage,H41,Liabilities structure,Financial ratios,40,ANZSIC06 group A016
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income,Financial performance,2471,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,2351,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,41,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income,Financial performance,79,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure,Financial performance,2308,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations,Financial performance,123,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes,Financial performance,17,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation,Financial performance,126,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid,Financial performance,320,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1709,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses,Financial performance,13,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks,Financial performance,662,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks,Financial performance,716,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H23,Surplus before income tax,Financial performance,217,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H24,Total assets,Financial position,8150,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H25,Current assets,Financial position,1909,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H26,Fixed tangible assets,Financial position,4729,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H29,Other assets,Financial position,1513,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H30,Total equity and liabilities,Financial position,8150,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3246,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H32,Current liabilities,Financial position,2133,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H33,Other liabilities,Financial position,2771,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars,H34,Total income per employee count,Financial ratios,426900,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Dollars,H35,Surplus per employee count,Financial ratios,37400,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H36,Current ratio,Financial ratios,89,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H37,Quick ratio,Financial ratios,56,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H39,Return on equity,Financial ratios,7,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H40,Return on total assets,Financial ratios,3,"ANZSIC06 groups A017, A018, and A019"
2023,Level 3,AA14,"Poultry, Deer and Other Livestock Farming",Percentage,H41,Liabilities structure,Financial ratios,40,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H01,Total income,Financial performance,2471,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H04,"Sales, government funding, grants and subsidies",Financial performance,2351,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,41,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H07,Non-operating income,Financial performance,79,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H08,Total expenditure,Financial performance,2308,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H09,Interest and donations,Financial performance,123,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H10,Indirect taxes,Financial performance,17,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H11,Depreciation,Financial performance,126,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H12,Salaries and wages paid,Financial performance,320,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1709,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H20,Non-operating expenses,Financial performance,13,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H21,Opening stocks,Financial performance,662,"ANZSIC06 groups A017, A018, and A019"
2023,Level 4,AA141,"Poultry, Deer and Other Livestock Farming",Dollars (millions),H22,Closing stocks,Financial performance,716,"ANZSIC06 groups A017, A018, and A019"
